OldName,NewNamespace,toolkit
StepBasic_SolidAngleUnit,exchange::step::schema::basic,TKDESTEP
StepBasic_SourceItem,exchange::step::schema::basic,TKDESTEP
StepBasic_ThermodynamicTemperatureUnit,exchange::step::schema::basic,TKDESTEP
StepBasic_TimeMeasureWithUnit,exchange::step::schema::basic,TKDESTEP
StepBasic_TimeUnit,exchange::step::schema::basic,TKDESTEP
StepBasic_UncertaintyMeasureWithUnit,exchange::step::schema::basic,TKDESTEP
StepBasic_Unit,exchange::step::schema::basic,TKDESTEP
StepBasic_VersionedActionRequest,exchange::step::schema::basic,TKDESTEP
StepBasic_VolumeUnit,exchange::step::schema::basic,TKDESTEP
StepBasic_WeekOfYearAndDayDate,exchange::step::schema::basic,TKDESTEP
StepData,exchange::step::data,TKDESTEP
StepData_DefaultGeneral,exchange::step::data,TKDESTEP
StepData_Described,exchange::step::data,TKDESTEP
StepData_ECDescr,exchange::step::data,TKDESTEP
StepData_EDescr,exchange::step::data,TKDESTEP
StepData_ESDescr,exchange::step::data,TKDESTEP
StepData_EnumTool,exchange::step::data,TKDESTEP
StepData_Factors,exchange::step::data,TKDESTEP
StepData_Field,exchange::step::data,TKDESTEP
StepData_FieldList,exchange::step::data,TKDESTEP
StepData_FieldList1,exchange::step::data,TKDESTEP
StepData_FieldListD,exchange::step::data,TKDESTEP
StepData_FieldListN,exchange::step::data,TKDESTEP
StepData_FileProtocol,exchange::step::data,TKDESTEP
StepData_FileRecognizer,exchange::step::data,TKDESTEP
StepData_FreeFormEntity,exchange::step::data,TKDESTEP
StepData_GeneralModule,exchange::step::data,TKDESTEP
StepData_GlobalNodeOfWriterLib,exchange::step::data,TKDESTEP
StepData_NodeOfWriterLib,exchange::step::data,TKDESTEP
StepData_PDescr,exchange::step::data,TKDESTEP
StepData_Plex,exchange::step::data,TKDESTEP
StepData_Protocol,exchange::step::data,TKDESTEP
StepData_ReadWriteModule,exchange::step::data,TKDESTEP
StepData_SelectArrReal,exchange::step::data,TKDESTEP
StepData_SelectInt,exchange::step::data,TKDESTEP
StepData_SelectMember,exchange::step::data,TKDESTEP
StepData_SelectNamed,exchange::step::data,TKDESTEP
StepData_SelectReal,exchange::step::data,TKDESTEP
StepData_SelectType,exchange::step::data,TKDESTEP
StepData_Simple,exchange::step::data,TKDESTEP
StepData_StepDumper,exchange::step::data,TKDESTEP
StepData_StepModel,exchange::step::data,TKDESTEP
StepData_StepReaderData,exchange::step::data,TKDESTEP
StepData_StepReaderTool,exchange::step::data,TKDESTEP
StepData_StepWriter,exchange::step::data,TKDESTEP
StepData_UndefinedEntity,exchange::step::data,TKDESTEP
StepData_WriterLib,exchange::step::data,TKDESTEP
StepDimTol_AngularityTolerance,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_CircularRunoutTolerance,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_CoaxialityTolerance,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_CommonDatum,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_ConcentricityTolerance,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_CylindricityTolerance,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_Datum,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_DatumFeature,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_DatumOrCommonDatum,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_DatumReference,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_DatumReferenceCompartment,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_DatumReferenceElement,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_DatumReferenceModifier,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_DatumReferenceModifierWithValue,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_DatumSystem,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_DatumSystemOrReference,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_DatumTarget,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_FlatnessTolerance,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_GeneralDatumReference,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_GeoTolAndGeoTolWthDatRef,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_GeoTolAndGeoTolWthDatRefAndGeoTolWthMaxTol,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_GeoTolAndGeoTolWthDatRefAndGeoTolWthMod,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_GeoTolAndGeoTolWthDatRefAndModGeoTolAndPosTol,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_GeoTolAndGeoTolWthDatRefAndUneqDisGeoTol,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_GeoTolAndGeoTolWthMaxTol,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_GeoTolAndGeoTolWthMod,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_GeometricTolerance,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_GeometricToleranceRelationship,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_GeometricToleranceTarget,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_GeometricToleranceWithDatumReference,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_GeometricToleranceWithDefinedAreaUnit,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_GeometricToleranceWithDefinedUnit,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_GeometricToleranceWithMaximumTolerance,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_GeometricToleranceWithModifiers,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_LineProfileTolerance,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_ModifiedGeometricTolerance,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_NonUniformZoneDefinition,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_ParallelismTolerance,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_PerpendicularityTolerance,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_PlacedDatumTargetFeature,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_PositionTolerance,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_ProjectedZoneDefinition,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_RoundnessTolerance,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_RunoutZoneDefinition,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_RunoutZoneOrientation,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_ShapeToleranceSelect,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_SimpleDatumReferenceModifierMember,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_StraightnessTolerance,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_SurfaceProfileTolerance,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_SymmetryTolerance,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_ToleranceZone,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_ToleranceZoneDefinition,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_ToleranceZoneForm,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_ToleranceZoneTarget,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_TotalRunoutTolerance,exchange::step::schema::dimtol,TKDESTEP
StepDimTol_UnequallyDisposedGeometricTolerance,exchange::step::schema::dimtol,TKDESTEP
StepElement_AnalysisItemWithinRepresentation,exchange::step::schema::element,TKDESTEP
StepElement_Curve3dElementDescriptor,exchange::step::schema::element,TKDESTEP
StepElement_CurveElementEndReleasePacket,exchange::step::schema::element,TKDESTEP
StepElement_CurveElementFreedom,exchange::step::schema::element,TKDESTEP
StepElement_CurveElementFreedomMember,exchange::step::schema::element,TKDESTEP
StepElement_CurveElementPurpose,exchange::step::schema::element,TKDESTEP
StepElement_CurveElementPurposeMember,exchange::step::schema::element,TKDESTEP
StepElement_CurveElementSectionDefinition,exchange::step::schema::element,TKDESTEP
StepElement_CurveElementSectionDerivedDefinitions,exchange::step::schema::element,TKDESTEP
StepElement_ElementAspect,exchange::step::schema::element,TKDESTEP
StepElement_ElementAspectMember,exchange::step::schema::element,TKDESTEP
StepElement_ElementDescriptor,exchange::step::schema::element,TKDESTEP
StepElement_ElementMaterial,exchange::step::schema::element,TKDESTEP
StepElement_MeasureOrUnspecifiedValue,exchange::step::schema::element,TKDESTEP
StepElement_MeasureOrUnspecifiedValueMember,exchange::step::schema::element,TKDESTEP
StepElement_Surface3dElementDescriptor,exchange::step::schema::element,TKDESTEP
StepElement_SurfaceElementProperty,exchange::step::schema::element,TKDESTEP
StepElement_SurfaceElementPurpose,exchange::step::schema::element,TKDESTEP
StepElement_SurfaceElementPurposeMember,exchange::step::schema::element,TKDESTEP
StepElement_SurfaceSection,exchange::step::schema::element,TKDESTEP
StepElement_SurfaceSectionField,exchange::step::schema::element,TKDESTEP
StepElement_SurfaceSectionFieldConstant,exchange::step::schema::element,TKDESTEP
StepElement_SurfaceSectionFieldVarying,exchange::step::schema::element,TKDESTEP
StepElement_UniformSurfaceSection,exchange::step::schema::element,TKDESTEP
StepElement_Volume3dElementDescriptor,exchange::step::schema::element,TKDESTEP
StepElement_VolumeElementPurpose,exchange::step::schema::element,TKDESTEP
StepElement_VolumeElementPurposeMember,exchange::step::schema::element,TKDESTEP
StepFEA_AlignedCurve3dElementCoordinateSystem,exchange::step::schema::fea,TKDESTEP
StepFEA_AlignedSurface3dElementCoordinateSystem,exchange::step::schema::fea,TKDESTEP
StepFEA_ArbitraryVolume3dElementCoordinateSystem,exchange::step::schema::fea,TKDESTEP
StepFEA_ConstantSurface3dElementCoordinateSystem,exchange::step::schema::fea,TKDESTEP
StepFEA_Curve3dElementProperty,exchange::step::schema::fea,TKDESTEP
StepFEA_Curve3dElementRepresentation,exchange::step::schema::fea,TKDESTEP
StepFEA_CurveElementEndCoordinateSystem,exchange::step::schema::fea,TKDESTEP
StepFEA_CurveElementEndOffset,exchange::step::schema::fea,TKDESTEP
StepFEA_CurveElementEndRelease,exchange::step::schema::fea,TKDESTEP
StepFEA_CurveElementInterval,exchange::step::schema::fea,TKDESTEP
StepFEA_CurveElementIntervalConstant,exchange::step::schema::fea,TKDESTEP
StepFEA_CurveElementIntervalLinearlyVarying,exchange::step::schema::fea,TKDESTEP
StepFEA_CurveElementLocation,exchange::step::schema::fea,TKDESTEP
StepFEA_DegreeOfFreedom,exchange::step::schema::fea,TKDESTEP
StepFEA_DegreeOfFreedomMember,exchange::step::schema::fea,TKDESTEP
StepFEA_DummyNode,exchange::step::schema::fea,TKDESTEP
StepFEA_ElementGeometricRelationship,exchange::step::schema::fea,TKDESTEP
StepFEA_ElementGroup,exchange::step::schema::fea,TKDESTEP
StepFEA_ElementOrElementGroup,exchange::step::schema::fea,TKDESTEP
StepFEA_ElementRepresentation,exchange::step::schema::fea,TKDESTEP
StepFEA_FeaAreaDensity,exchange::step::schema::fea,TKDESTEP
StepFEA_FeaAxis2Placement3d,exchange::step::schema::fea,TKDESTEP
StepFEA_FeaCurveSectionGeometricRelationship,exchange::step::schema::fea,TKDESTEP
StepFEA_FeaGroup,exchange::step::schema::fea,TKDESTEP
StepFEA_FeaLinearElasticity,exchange::step::schema::fea,TKDESTEP
StepFEA_FeaMassDensity,exchange::step::schema::fea,TKDESTEP
StepFEA_FeaMaterialPropertyRepresentation,exchange::step::schema::fea,TKDESTEP
StepFEA_FeaMaterialPropertyRepresentationItem,exchange::step::schema::fea,TKDESTEP
StepFEA_FeaModel,exchange::step::schema::fea,TKDESTEP
StepFEA_FeaModel3d,exchange::step::schema::fea,TKDESTEP
StepFEA_FeaModelDefinition,exchange::step::schema::fea,TKDESTEP
StepFEA_FeaMoistureAbsorption,exchange::step::schema::fea,TKDESTEP
StepFEA_FeaParametricPoint,exchange::step::schema::fea,TKDESTEP
StepFEA_FeaRepresentationItem,exchange::step::schema::fea,TKDESTEP
StepFEA_FeaSecantCoefficientOfLinearThermalExpansion,exchange::step::schema::fea,TKDESTEP
StepFEA_FeaShellBendingStiffness,exchange::step::schema::fea,TKDESTEP
StepFEA_FeaShellMembraneBendingCouplingStiffness,exchange::step::schema::fea,TKDESTEP
StepFEA_FeaShellMembraneStiffness,exchange::step::schema::fea,TKDESTEP
StepFEA_FeaShellShearStiffness,exchange::step::schema::fea,TKDESTEP
StepFEA_FeaSurfaceSectionGeometricRelationship,exchange::step::schema::fea,TKDESTEP
StepFEA_FeaTangentialCoefficientOfLinearThermalExpansion,exchange::step::schema::fea,TKDESTEP
StepFEA_FreedomAndCoefficient,exchange::step::schema::fea,TKDESTEP
StepFEA_FreedomsList,exchange::step::schema::fea,TKDESTEP
StepFEA_GeometricNode,exchange::step::schema::fea,TKDESTEP
StepFEA_Node,exchange::step::schema::fea,TKDESTEP
StepFEA_NodeDefinition,exchange::step::schema::fea,TKDESTEP
StepFEA_NodeGroup,exchange::step::schema::fea,TKDESTEP
StepFEA_NodeRepresentation,exchange::step::schema::fea,TKDESTEP
StepFEA_NodeSet,exchange::step::schema::fea,TKDESTEP
StepFEA_NodeWithSolutionCoordinateSystem,exchange::step::schema::fea,TKDESTEP
StepFEA_NodeWithVector,exchange::step::schema::fea,TKDESTEP
StepFEA_ParametricCurve3dElementCoordinateDirection,exchange::step::schema::fea,TKDESTEP
StepFEA_ParametricCurve3dElementCoordinateSystem,exchange::step::schema::fea,TKDESTEP
StepFEA_ParametricSurface3dElementCoordinateSystem,exchange::step::schema::fea,TKDESTEP
StepFEA_Surface3dElementRepresentation,exchange::step::schema::fea,TKDESTEP
StepFEA_SymmetricTensor22d,exchange::step::schema::fea,TKDESTEP
StepFEA_SymmetricTensor23d,exchange::step::schema::fea,TKDESTEP
StepFEA_SymmetricTensor23dMember,exchange::step::schema::fea,TKDESTEP
StepFEA_SymmetricTensor42d,exchange::step::schema::fea,TKDESTEP
StepFEA_SymmetricTensor43d,exchange::step::schema::fea,TKDESTEP
StepFEA_SymmetricTensor43dMember,exchange::step::schema::fea,TKDESTEP
StepFEA_Volume3dElementRepresentation,exchange::step::schema::fea,TKDESTEP
StepFile_ReadData,exchange::step::file,TKDESTEP
StepGeom_Axis1Placement,exchange::step::schema::geom,TKDESTEP
StepGeom_Axis2Placement,exchange::step::schema::geom,TKDESTEP
StepGeom_Axis2Placement2d,exchange::step::schema::geom,TKDESTEP
StepGeom_Axis2Placement3d,exchange::step::schema::geom,TKDESTEP
StepGeom_BSplineCurve,exchange::step::schema::geom,TKDESTEP
StepGeom_BSplineCurveWithKnots,exchange::step::schema::geom,TKDESTEP
StepGeom_BSplineCurveWithKnotsAndRationalBSplineCurve,exchange::step::schema::geom,TKDESTEP
StepGeom_BSplineSurface,exchange::step::schema::geom,TKDESTEP
StepGeom_BSplineSurfaceWithKnots,exchange::step::schema::geom,TKDESTEP
StepGeom_BSplineSurfaceWithKnotsAndRationalBSplineSurface,exchange::step::schema::geom,TKDESTEP
StepGeom_BezierCurve,exchange::step::schema::geom,TKDESTEP
StepGeom_BezierCurveAndRationalBSplineCurve,exchange::step::schema::geom,TKDESTEP
StepGeom_BezierSurface,exchange::step::schema::geom,TKDESTEP
StepGeom_BezierSurfaceAndRationalBSplineSurface,exchange::step::schema::geom,TKDESTEP
StepGeom_BoundaryCurve,exchange::step::schema::geom,TKDESTEP
StepGeom_BoundedCurve,exchange::step::schema::geom,TKDESTEP
StepGeom_BoundedSurface,exchange::step::schema::geom,TKDESTEP
StepGeom_CartesianPoint,exchange::step::schema::geom,TKDESTEP
StepGeom_CartesianTransformationOperator,exchange::step::schema::geom,TKDESTEP
StepGeom_CartesianTransformationOperator2d,exchange::step::schema::geom,TKDESTEP
StepGeom_CartesianTransformationOperator3d,exchange::step::schema::geom,TKDESTEP
StepGeom_Circle,exchange::step::schema::geom,TKDESTEP
StepGeom_CompositeCurve,exchange::step::schema::geom,TKDESTEP
StepGeom_CompositeCurveOnSurface,exchange::step::schema::geom,TKDESTEP
StepGeom_CompositeCurveSegment,exchange::step::schema::geom,TKDESTEP
StepGeom_Conic,exchange::step::schema::geom,TKDESTEP
StepGeom_ConicalSurface,exchange::step::schema::geom,TKDESTEP
StepGeom_Curve,exchange::step::schema::geom,TKDESTEP
StepGeom_CurveBoundedSurface,exchange::step::schema::geom,TKDESTEP
StepGeom_CurveOnSurface,exchange::step::schema::geom,TKDESTEP
StepGeom_CurveReplica,exchange::step::schema::geom,TKDESTEP
StepGeom_CylindricalSurface,exchange::step::schema::geom,TKDESTEP
StepGeom_DegeneratePcurve,exchange::step::schema::geom,TKDESTEP
StepGeom_DegenerateToroidalSurface,exchange::step::schema::geom,TKDESTEP
StepGeom_Direction,exchange::step::schema::geom,TKDESTEP
StepGeom_ElementarySurface,exchange::step::schema::geom,TKDESTEP
StepGeom_Ellipse,exchange::step::schema::geom,TKDESTEP
StepGeom_EvaluatedDegeneratePcurve,exchange::step::schema::geom,TKDESTEP
StepGeom_GeomRepContextAndGlobUnitAssCtxAndGlobUncertaintyAssCtx,exchange::step::schema::geom,TKDESTEP
StepGeom_GeometricRepresentationContext,exchange::step::schema::geom,TKDESTEP
StepGeom_GeometricRepresentationContextAndGlobalUnitAssignedContext,exchange::step::schema::geom,TKDESTEP
StepGeom_GeometricRepresentationContextAndParametricRepresentationContext,exchange::step::schema::geom,TKDESTEP
StepGeom_GeometricRepresentationItem,exchange::step::schema::geom,TKDESTEP
StepGeom_Hyperbola,exchange::step::schema::geom,TKDESTEP
StepGeom_IntersectionCurve,exchange::step::schema::geom,TKDESTEP
StepGeom_Line,exchange::step::schema::geom,TKDESTEP
StepGeom_OffsetCurve3d,exchange::step::schema::geom,TKDESTEP
StepGeom_OffsetSurface,exchange::step::schema::geom,TKDESTEP
StepGeom_OrientedSurface,exchange::step::schema::geom,TKDESTEP
StepGeom_OuterBoundaryCurve,exchange::step::schema::geom,TKDESTEP
StepGeom_Parabola,exchange::step::schema::geom,TKDESTEP
StepGeom_Pcurve,exchange::step::schema::geom,TKDESTEP
StepGeom_PcurveOrSurface,exchange::step::schema::geom,TKDESTEP
StepGeom_Placement,exchange::step::schema::geom,TKDESTEP
StepGeom_Plane,exchange::step::schema::geom,TKDESTEP
StepGeom_Point,exchange::step::schema::geom,TKDESTEP
StepGeom_PointOnCurve,exchange::step::schema::geom,TKDESTEP
StepGeom_PointOnSurface,exchange::step::schema::geom,TKDESTEP
StepGeom_PointReplica,exchange::step::schema::geom,TKDESTEP
StepGeom_Polyline,exchange::step::schema::geom,TKDESTEP
StepGeom_QuasiUniformCurve,exchange::step::schema::geom,TKDESTEP
StepGeom_QuasiUniformCurveAndRationalBSplineCurve,exchange::step::schema::geom,TKDESTEP
StepGeom_QuasiUniformSurface,exchange::step::schema::geom,TKDESTEP
StepGeom_QuasiUniformSurfaceAndRationalBSplineSurface,exchange::step::schema::geom,TKDESTEP
StepGeom_RationalBSplineCurve,exchange::step::schema::geom,TKDESTEP
StepGeom_RationalBSplineSurface,exchange::step::schema::geom,TKDESTEP
StepGeom_RectangularCompositeSurface,exchange::step::schema::geom,TKDESTEP
StepGeom_RectangularTrimmedSurface,exchange::step::schema::geom,TKDESTEP
StepGeom_ReparametrisedCompositeCurveSegment,exchange::step::schema::geom,TKDESTEP
StepGeom_SeamCurve,exchange::step::schema::geom,TKDESTEP
StepGeom_SphericalSurface,exchange::step::schema::geom,TKDESTEP
StepGeom_SuParameters,exchange::step::schema::geom,TKDESTEP
StepGeom_Surface,exchange::step::schema::geom,TKDESTEP
StepGeom_SurfaceBoundary,exchange::step::schema::geom,TKDESTEP
StepGeom_SurfaceCurve,exchange::step::schema::geom,TKDESTEP
StepGeom_SurfaceCurveAndBoundedCurve,exchange::step::schema::geom,TKDESTEP
StepGeom_SurfaceOfLinearExtrusion,exchange::step::schema::geom,TKDESTEP
StepGeom_SurfaceOfRevolution,exchange::step::schema::geom,TKDESTEP
StepGeom_SurfacePatch,exchange::step::schema::geom,TKDESTEP
StepGeom_SurfaceReplica,exchange::step::schema::geom,TKDESTEP
StepGeom_SweptSurface,exchange::step::schema::geom,TKDESTEP
StepGeom_ToroidalSurface,exchange::step::schema::geom,TKDESTEP
StepGeom_TrimmedCurve,exchange::step::schema::geom,TKDESTEP
StepGeom_TrimmingMember,exchange::step::schema::geom,TKDESTEP
StepGeom_TrimmingSelect,exchange::step::schema::geom,TKDESTEP
StepGeom_UniformCurve,exchange::step::schema::geom,TKDESTEP
StepGeom_UniformCurveAndRationalBSplineCurve,exchange::step::schema::geom,TKDESTEP
StepGeom_UniformSurface,exchange::step::schema::geom,TKDESTEP
StepGeom_UniformSurfaceAndRationalBSplineSurface,exchange::step::schema::geom,TKDESTEP
StepGeom_Vector,exchange::step::schema::geom,TKDESTEP
StepGeom_VectorOrDirection,exchange::step::schema::geom,TKDESTEP
StepKinematics_ActuatedKinPairAndOrderKinPair,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_ActuatedKinematicPair,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_ContextDependentKinematicLinkRepresentation,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_CylindricalPair,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_CylindricalPairValue,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_CylindricalPairWithRange,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_FullyConstrainedPair,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_GearPair,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_GearPairValue,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_GearPairWithRange,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_HighOrderKinematicPair,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_HomokineticPair,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_KinematicJoint,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_KinematicLink,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_KinematicLinkRepresentation,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_KinematicLinkRepresentationAssociation,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_KinematicPair,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_KinematicPropertyDefinitionRepresentation,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_KinematicPropertyMechanismRepresentation,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_KinematicTopologyDirectedStructure,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_KinematicTopologyNetworkStructure,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_KinematicTopologyRepresentationSelect,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_KinematicTopologyStructure,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_LinearFlexibleAndPinionPair,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_LinearFlexibleAndPlanarCurvePair,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_LinearFlexibleLinkRepresentation,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_LowOrderKinematicPair,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_LowOrderKinematicPairValue,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_LowOrderKinematicPairWithMotionCoupling,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_LowOrderKinematicPairWithRange,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_MechanismRepresentation,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_MechanismStateRepresentation,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_OrientedJoint,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_PairRepresentationRelationship,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_PairValue,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_PlanarCurvePair,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_PlanarCurvePairRange,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_PlanarPair,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_PlanarPairValue,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_PlanarPairWithRange,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_PointOnPlanarCurvePair,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_PointOnPlanarCurvePairValue,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_PointOnPlanarCurvePairWithRange,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_PointOnSurfacePair,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_PointOnSurfacePairValue,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_PointOnSurfacePairWithRange,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_PrismaticPair,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_PrismaticPairValue,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_PrismaticPairWithRange,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_ProductDefinitionKinematics,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_ProductDefinitionRelationshipKinematics,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_RackAndPinionPair,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_RackAndPinionPairValue,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_RackAndPinionPairWithRange,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_RevolutePair,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_RevolutePairValue,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_RevolutePairWithRange,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_RigidLinkRepresentation,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_RigidPlacement,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_RollingCurvePair,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_RollingCurvePairValue,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_RollingSurfacePair,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_RollingSurfacePairValue,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_RotationAboutDirection,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_ScrewPair,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_ScrewPairValue,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_ScrewPairWithRange,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_SlidingCurvePair,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_SlidingCurvePairValue,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_SlidingSurfacePair,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_SlidingSurfacePairValue,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_SpatialRotation,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_SphericalPair,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_SphericalPairSelect,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_SphericalPairValue,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_SphericalPairWithPin,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_SphericalPairWithPinAndRange,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_SphericalPairWithRange,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_SurfacePair,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_SurfacePairWithRange,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_UnconstrainedPair,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_UnconstrainedPairValue,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_UniversalPair,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_UniversalPairValue,exchange::step::schema::kinematics,TKDESTEP
StepKinematics_UniversalPairWithRange,exchange::step::schema::kinematics,TKDESTEP
StepRepr_AllAroundShapeAspect,exchange::step::schema::repr,TKDESTEP
